一万个赞同！,正面
非常好，女人要懂得放手,正面
还有一点，男的适合晚上带娃，因为男的可以秒睡，那个睡眠质量，让人羡慕,正面
@JUG阿Z 很中肯,正面
我哥家老二，他自己带大的。出门累了让抱抱那就直接回家[笑cry]吃饭作妖没关系那就饿着。睡觉折腾那就不睡，第二天故意带出去玩，耗没电。所以孩子除了让他换尿裤，基本上就很好带。一岁多就能在我家过夜，睡醒了不闹人冲个奶粉酷酷喝，被我家猫揍了也不哭，出去吃饭也不挑。,正面
说的对，实际上娃喜欢爸爸带，玩的开心，特别是坐肩头看的高看得远，比抱着舒服,正面
一万个认同,正面
稳稳也接近30斤了，抱不动抱不动～,负面
完全认同,正面
@Jia2Chen,中性
我也是抱两分钟腰疼的不行,负面
赞同！,正面
睡觉这个 太真实了,正面
真的 只要妈妈不插手 放开让爸爸带 自己可以轻松许多,正面
真想跪下来求我别磕了,负面
导演的眼神也让我格外[哈哈][哈哈][哈哈],正面
看曾导的表情，感觉也在暗暗磕,负面
导演望着他俩的眼神，仿佛一个保媒的老姨母[笑cry],正面
第二个真的不一样[可怜],负面
路人无意冒犯，推到我首页了，弱弱问句，孟子义不是有男友了吗[淡淡的],正面
p3 孟姐：来吧小林✨,正面
他俩自带结界，跟周围人有壁[抱一抱],正面
突然发现导演好可爱啊哈哈哈,正面
不是，你们都没发现，P3最好嗑的是孟姐主动拥抱小林，他俩分开后，两人的眼神都不敢对视，小林低头，孟姐直直看前面，都有些刻意。为什么不敢眼神对视，是害怕会不舍？还是害怕对视后会有真情流露？,正面
看他们杀青，感觉酸酸的好难过啊[悲伤]九重紫就是最热血最棒的,正面
导演：私底下去练吻戏吧[污],正面
谁给我一巴掌让我别睁开眼就开始磕[微笑]@福安特梧桉 @honezerooo_,负面
嗑学家！小心翼翼蠢蠢欲动！充分感受到了！！！,负面
磕到凌晨两点，睡 了几个小时，这会又醒来磕了[允悲][允悲],正面
@慎屿慎行川,正面
@椰子妮要吗 来磕，别睡了[舔屏],负面
第二个小林老是偷偷看孟姐，清洁也在偷偷观察啊啊啊@三月凉橘,正面
说说我的感受：第一个视频 豹豹和猫猫沉浸在两人说说笑笑的世界里，仿佛不会因为杀青就觉得遗憾难过是为什么❓会不会私下🈶联系呢，第二个视频 豹豹看了猫猫三次，感觉猫猫也用斜视瞅了一眼  这时不敢明目张胆的看，第三个视频  猫猫主动抱豹豹，豹豹很开心！然后周围工作人员都不好意思往旁边躲了,正面
曾庆杰导演真的是我看过内娱里，面相最和善、平易近人的导演，相由心生哇[嘘]～,正面
来源 http://t.cn/A6uXtmzi,正面
这个脑袋睡的真圆,负面
毛茸茸的小脑袋，好可爱,正面
圆,负面
@萝卜_必中双签,正面
天哪，圆滚滚[允悲],正面
@肥猫李爱夏日黄昏,正面
@llllIIIIIlllIIIll,中性
像Jerry的Tom[太开心],正面
投缘,中性
@海淀沙瑞金 [爱慕][爱慕][爱慕],正面
含金钥匙出生的 这什么动物[嘻嘻],正面
西瓜长毛了[doge],负面
天呐这就是每个妈妈都想要的圆脑瓜吧[哇],正面
图片评论 http://t.cn/A6uX51jf,负面
@FANGZEFAN 头好圆,负面
圆头圆脑 脑型好rua[兔子],正面
这跟自己生的有什么区别[泪],正面
头好圆[心],正面
纪录片合集”,正面
纪录片收藏,正面
纪录片合集[心],正面
纪录片全集,正面
纪录片合集,正面
第二部最后一集让我很无语[裂开]第二部我甚至觉得无聊[裂开],负面
🦑第二部明显没有第一部节奏紧凑扣人心弦了,正面
打扰啦，想问帆的烤箱和厨师机是什么牌子啊～,负面
对的！我也在看新年装饰了，今天也收到了喜糖，蹭蹭好运～ http://t.cn/A6uYm4If,负面
请问帆做乳酪司康用的是什么牌子的乳酪?,正面
2里面我看到男主莫名有点烦[允悲],正面
期待购物分享第二波[哇],正面
帆帆，自制酸奶会很酸吗,正面
不知道为啥过年了就特想吃甘蔗哈哈哈哈哈[电影特技狂人],正面
[哇]请问有小红书账号吗,负面
坐等购物分享,正面
震中位于黄河源区（扎陵湖～鄂陵湖），也是2021年5月玛多M7.4级地震后续余震区，可能仍然是一次后续余震（这类强震持续数年的余震也属正常）。不过所幸震中小范围区域几乎无居民，周边最近的玛多县等居民点也不会有破坏性影响。 http://t.cn/A6uTa6ad,负面
天呐平安啊[给你小心心],负面
天啊[泪]希望平安顺利[泪],正面
这一阵子，地震太频繁了，元旦以后第一是河北邯郸3.0级，第二西藏定日6.8级，第三宁夏银川4.8，今天青海玛多5.5，甲辰龙尾该安静了。愿百姓喜乐安康，愿祖国山河无恙，更祈祷，灾区人民早日度过难关，重建家园！,正面
怎么回事啊[苦涩]愿都平安,负面
天呐，平安🙏,负面
一月一日梦见青海地震、房子倒了好多、结果第二天银川地震、没想到今天青海又震了、哎、希望这是一个虚假的噩梦、愿平安。,负面
#青海玛多县地震# #青海玛多县5.5级地震# 近期地震频发，盼平安🙏,负面
平安🙏🏻,负面
盼平安,负面
望平安,负面
天呐！愿平安🙏🏻,负面
平安顺遂[抱一抱],正面
[2025][抱一抱],正面
怎么没喊你老公一起玩呀[偷笑],正面
哇 烟火里的美貌呀[抱一抱][打call][打call],正面
豹豹猫猫顺顺利利平平安安健健康康开开心心快快乐乐！[送花花][送花花][送花花],正面
你咋能拍这么好看,正面
大家都平安顺遂,负面
平平安安顺顺利利,正面
豹豹饼饼平安顺遂[抱一抱],正面
好美好可爱🥰,正面
饼公主离远点，小心燎到裙子～（一个放鞭炮崩了马面裙的倒霉蛋的吓操心[允悲]）,正面
平安顺遂 无忧无虑[亲亲],负面
懵懵公主,正面
懵饼饼好乖呀,正面
好美[太开心],正面
@潇潇冬羽 @或许你也是恋猫癖 😭,正面
@阿木尼尼尼 宝宝奶昔！,正面
@画曲姐 @你说的爱是上世纪的谎言 @幸福拉磨画曲姐,正面
@云夜之歌SF,正面
@蒸兔 啊啊啊啊和你那天拍的一模一样,正面
@布洛芬止痛曜,正面
@安宝的奶瓶,正面
@绿大米_ 考完来看兔兔,正面
@红袜子柴柴 [憧憬],正面
@雀永0 @-无意行凶-,正面
@雪莉胡同 好可爱[哇][哇][哇],正面
@薛墨丷 @1iiceeo1 @夏末證明_ 这太萌了,正面
@白毛蓝眼挑染厨,正面
@鱼骨小猫_   我靠这个好可爱,正面
@超级蛮满 🐰,正面
@地獄賽級犬,正面
@提摩西中队队长,负面
太可爱了🥺🥺@死颜狗有错吗 @玉二厶 @栗子狗jiu @Psychoibuprofen_ @妤鱼雨遇,正面
@终与三途川畔再会,正面
《叫不醒的妹  急躁的姐  笑疯的妈》,负面
小时候真的睡的很死。我爸爸叫我做饭他去割牛草。他回来了我还在睡。迷迷糊糊的我感觉我屁股大腿火辣辣的，睁开眼睛一看原来是被爸爸用那种竹条打的。而且已经打断一根，我醒过来的时候他不在我房间里面出去重新找棍去了[允悲][允悲],正面
旁边书是妹妹的催睡神器 http://t.cn/A6u07HSB,负面
袁子琪：你俩晚上不睡觉在外面嗷嗷啥呢 http://t.cn/A6u07osz,负面
我看到这里我真的笑死了，哈哈哈哈哈哈哈哈哈哈戳都戳不醒。绝了[允悲] http://t.cn/A6u07eAF,正面
真的有睡眠这么好的人，真得是有的,正面
这是有啥病吗,中性
我也是这样的睡眠质量，从小到大都是一觉到天亮，不做梦也不起夜[哈哈][哈哈],负面
我们医院药房很多年前有个同事，在上夜班的时候，在一个药柜后面睡觉（我们夜班可以睡觉的）结果被人偷了好多药，她都没醒[允悲]而且那时候药房特别小，大概才十几二十平，不过她是那时候医院出了名的睡觉死的…除非保安敲门，否则她都醒不了，后来警察查出来就是内鬼有人挑她值夜班来偷药[允悲],负面
我上小学吧 有一天早晨起来看见我家门锁旁边的墙破了一个巨大的洞 我妈在厨房做饭 我一脸懵问我妈咋回事 我妈瞪我一眼说 她和我爸回来敲不开门以为我出事 左邻右舍都被叫醒了 我还是没动静 俩人大半夜找不到开锁的 生生把墙凿穿了 才把门打开 看见我就是睡着了[允悲][允悲][允悲],负面
我侄女也是，睡在窗户下面的沙发上，在窗户上喊她都喊不醒,负面
我真的经历过，小孩子睡觉真的特别特别死，小时候叫同学上学，怎么喊怎么扒拉她就是不醒,正面
你永远叫不醒一个装睡的人[允悲],正面
特困生哈哈哈哈哈哈哈哈,正面
@流凘HJ  就是你,正面
她虽然睁眼了，但是她没醒[允悲][允悲][允悲],正面
《装睡的人是叫不醒的》,负面
安徽的吗哈哈哈,正面
我也想拥有这样的睡眠,正面
@来份薯片吧 听这口音我笑死了,正面
明天是我最后一天悠闲日子 后天就去当牛做马,负面
神仙公司，真的会在十二月底发年终奖,正面
[举花铃][举花铃][举花铃],负面
哇[兔子][兔子][哇],正面
辛苦一年了[打call][打call][打call][打call],正面
发发发哈哈哈[送花花],正面
两件好事[送花花],正面
恭喜啊,正面
一样一样,正面
真是一件开心的事,正面
花瓶和花都好漂亮，一眼中心,正面
破防了呜呜呜这么早发年终！！,负面
那个设计好好看,正面
她吃饭了吗[哈哈],正面
哈哈哈哈哈哈哈哈哈好可爱,正面
鲜宝吃了吗[笑哈哈],正面
好可爱好乖[笑哈哈],正面
孩子馋了,正面
好可爱[比耶],正面
鲜宝女王,正面
鲜宝眼巴巴望着👀[笑哈哈][笑哈哈][笑哈哈],正面
给她吃点吧[哈哈],负面
好乖啊,正面
你俩给她吃点儿,负面
太可爱了吧[爱你],正面
真可爱[笑哈哈][笑哈哈][笑哈哈],正面
鲜宝也想吃[太开心],正面
为撒你俩不理她[哼][哼][哼]孩子眼巴巴的[爱你],负面
可爱[亲亲][亲亲][亲亲],正面
好嗑，，，萌，我不行了,正面
不是吧 老曾整部剧都给演员工作室审片了吗。怎么剪了很多 保留了那帧都知道。下午直播也说播到第九集是什么剧情，滑跪在后半部分闪回里。[融化][融化][融化],正面
别剪啊！都放出来不行吗,负面
是这个吗[喵喵][喵喵] http://t.cn/A6mRhSSr,负面
孟姐好娇羞啊,正面
头一次看到孟姐在男搭档面前这么娇羞[哈哈]印象中她一直是个美丽漂亮但大大咧咧金句频出的综艺活宝[抱一抱]这次还蛮有反差感的，磕到了磕到了,正面
最后几天有大婚和睡觉的戏[哇][哇],正面
我想问这个全程哪里可以看[苦涩],正面
你俩真的互相了解的有点深了，怎么知道对方要说啥说的啥呀！萌,正面
小林好懂孟姐咋办[哈哈],正面
剪的放花絮吧,负面
磕晕了,负面
那那那那不就是床戏！孟姐的绝美抬眸？,正面
磕到了,中性
好白呀,正面
孟姐白的发光啊,负面
不行了[淡淡的]更好磕了,正面
学术成就和人品也不是一个档次的。林徽因在山西寻找唐代建筑的时候，冰心请求宋美龄用军车运送她的大床垫[融化],正面
抗战时，林完全有能力躲国外潇洒生活，但她一直留在国内辛苦辗转，即便解放了也继续留国内埋头做贡献，就冲这，冰心拍马都赶不上。,正面
冰心就是嫉妒[二哈],正面
冰心长得不好看，但是她的文笔还是非常清新脱俗的。那个时代，很多人模仿冰心的文体。,正面
林薇因一代才女加美女，无出其右,负面
俩男的放一起就是磕，俩女的放一起就是比[裂开],负面
从小就不喜欢冰心,正面
其他的不说，林徽因一生忠烈且颠沛，拖着病体走遍祖国贡献研究，生前被后院太太嫉妒非议，死后也不得安宁，竟然还要被丈夫的续弦林殊之流编排，优秀的女性总是太坎坷,正面
好像冰心人品不咋地,负面
徽因身高174，才貌双全，国徽的参与者，纪念碑的设计者，冰心除了喜欢吃醋，印象不深，不知徽因送她的一坛山西老陈醋喝了没[doge],负面
林徽因 建筑师/诗人/作家 中国文坛史上一颗璀璨的明珠 初恋情人：徐志摩（恋爱时已有妻室且林徽因年龄尚小 未果） 丈夫：梁思成（修成正果） 悲惨的情种男二：金岳霖（终身未娶）,正面
咋还捧一踩一呢…,负面
妈呀 看面相就感觉一个洒脱大气  一个心思复杂,正面
但这两张照片，一个就是有涵养的那种小姐，一个像是老了会骂街的那种老太,负面
老是有人黑冰心奶奶，可她老人家的文章谁能比得了呢,正面
每个人都对时代有贡献，为啥要踩一捧一,负面
男的看着油头粉面的不像好人,正面
冰心写字不好看 我觉得字如其人 所以我对冰心也是有偏见的,正面
对不起林徽因女士[泪]我小时候对您的印象很不好，以为您真的是谣言中的那种脚踏几条船很浪荡的女性[泪]现在才知道您的伟大，真的很抱歉[泪][泪],正面
评论区把冰心贬的一文不值的人真的也跳入了这几年所谓为林徽因平反的陷阱里，说什么冰心写文章没有格局之类的，真的是从小到大都没学过她写的东西就是面向儿童的吗？,正面
今天刷到一个视频分析津✌️能不能吃哈哈哈哈哈哈,正面
所以真的是年糕吗[思考][思考],正面
你带着壳子抄还是不带壳子[并不简单],负面
啥[傻眼]塞牙的年糕崽崽还会吃？,正面
西兰花炒年糕好不好吃[爱慕],正面
哈哈哈哈哈，他说你想了哦[哈哈],正面
哈哈哈哈哈哈哈哈这个表情包，谁懂我一开始关注崽是为了偷表情包[喵喵],正面
哈哈哈，年糕好吃不[爱慕],正面
新品菜好不好吃呀[笑cry],正面
但是毛可能会塞牙吧[喵喵],负面
年糕是不是要先煮熟才能炒着吃呀[开学季][开学季][开学季],负面
啊哈哈哈哈哈哈这个表情包好好笑[哈哈],正面
哈哈哈哈哈哈哈哈所以你偷吃了吗宝宝[哈哈],正面
朱哥依旧稳定发挥,正面
天天不同的各种撩[哈哈],正面
这个表情包好好笑哈哈哈哈哈,正面
套在这里老婆们 新的一年保护好自己的同时也要爽到：http://t.cn/A6uCSVwV[羞嗒嗒],正面
王姐应该不是觉得卫生巾难以说出口，是觉得你太大声了有点丢人哈哈哈哈,负面
哈哈哈 拒绝月经羞耻 我的书包挂件就是  我有卫生间可以向我借,正面
记得我上高中的时候还是被女同学问有没有带“面包” 我第一次听这种形容完全不懂是什么意思,正面
你喝的可乐里面有酒精？,负面
啊哈哈哈哈哈哈哈哈,正面
阿姨太可爱了[送花花][送花花],正面
王姐：我这是生了个什么玩意,负面
支持，拒绝月经羞耻,负面
给王姐整害羞了,负面
太逗了,负面
王姐想   我女儿这么e的吗[doge]  尴尬,正面
王姐：你疯了吗,负面
阿姨想要个孙女了[酷],正面
高层的男人也没多好,正面
冯唐何德何能能出现在这个bot…,负面
高成本晚找的也不一定好。任何时候，女人要停止找男人，只是配菜不是人生主旋律。,正面
真不找男人你们又不高兴,负面
不需要男人来告诫我们女人哈[ok]男的全都闭嘴就对了,负面
老登求闭嘴,负面
读书上进的女人也没找到多好的男人。你要想找好男人，必须得先知道好男人的需求……,正面
不好好读书上进是我了，早早地谈恋爱我不承认的，你侮辱我可以，不要侮辱我的品味，气死啦,负面
虽然但是，感觉此作者爹味十足啊,正面
说得好像高层就有好男人了一样[可爱],正面
男人最精明的行为，就是早早付出感情，同时好好读书彼此进步，生育价值是标配(◍•ᴗ•◍)，个人价值是附加成本づ♡ど[發芽],正面
恋爱脑就是缺魂，没有自己独立的灵魂,正面
不只是找男人[融化]找女人也同理！,负面
[汗]高层的不更差劲吗,负面
什么毒鸡汤[吐]，冯唐的书就是毫无干货，废话连篇，变着花样的摘抄别人文章充字数，写的什么🪶书，情窦初开这唯美的四字成语让这玩意儿写成这by[裂开]，故作高深却又弄巧成拙的家伙！,负面
男人也一样[笑cry],正面
不好好读书，也不是所有人都有平等入学的机会的,正面
非常渴求爱的话不应该是更加努力的让自己有所成就好一直被爱吗,正面
主要是男人烂！ 男人读书多吗[二哈],负面
又来蹭了呢，然后好带货 笑死我了,负面
这个赛道可以的，老陈好好研究一下，发防骗内容肯定有流量，这是有益社会的事。,正面
天珠真是中年男人的心头好,正面
我们务必要牢记反诈“四、六、八”。不要轻易相信陌生人，不泄露个人信息，不随便汇款、刷单。碰到银行卡转账、中奖交税、电话转接公检法等情况，一概不予理会。,负面
又来蹭了,中性
滚啊,负面
陈狗 来 碰一碰 我说的,负面
找份工作干吧,负面
300个华子就把老陈警察拿下了,负面
你算干啥的，在这宣传反诈，用得着你来宣传？,负面
来蹭星星的流量了，真不要脸,负面
你这个样的还学人带个天珠[允悲],正面
反诈那一块警方有成熟的反诈团队和硬件，除非老陈是诈骗团伙骨干，掌握不为他人所知的秘密，不然说分享反诈实用价值不大。,正面
为什么你的点赞量这么可怜,正面
没公信力的人做反诈本身也是在欺诈。,负面
没有官家机构背书，老陈非老陈,正面
来源 http://t.cn/A6uKBoEm,正面
耶耶.zip,负面
煤气罐,正面
好乖奥,正面
@阳光会抚过消失的灰烬吗 @ForestTwinkle 一坨耶耶,正面
@请妳把我闷死在祢怀中,负面
一颗卤蛋,负面
萨摩唉,正面
宝宝你是一颗长毛了的奶糖[doge],正面
哈哈哈哈哈乖宝,正面
好乖的白毛团子[哇],正面
[喵喵]你妈妈是对的,正面
太好啦是狗狗虫,负面
@我的精神在唱歌,正面
狗子：摊开是种艺术，我妈不懂欣赏。,负面
芜湖,正面
猫摩耶！,正面
大美女,负面
女神宝宝…好漂亮呀🥺🤲,正面
姣好面容配好身材完美哈哈,正面
[送花花][送花花][送花花][互粉],正面
你填的枕头？,负面
好看[哇][哇],正面
好漂亮[泪],正面
@逃离错误答案62365,正面
好好看[泪],正面
手帕带个娃娃感觉也萌萌的,正面
研究透了没有？,正面
我也在没去哪还[允悲],正面
见到法老了吗[嘻嘻],正面
跟我的楼兰很应景,正面
风景不错[嘻嘻],正面
太壮观了,正面
明明是我[doge][doge],负面
美女配美图 林妹妹这颜值绝了！,正面
@吃瓜罗伯特：美女配美图 林妹妹这颜值绝了！,正面
金山湖的风景真是让人心旷神怡，大自然的调色盘太美了！[心],正面
太好看了[哈哈],正面
棒棒棒[抱一抱],正面
[干杯],中性
真不错,正面
现在穿这个不冷啊？,负面
好像明星哦,正面
好看爱看[污],正面
好大好白,正面
是漂亮姐姐诶,正面
这人讲话也是挺有水平的 感觉除了太子妃都想给他一巴掌 http://t.cn/A6uTCbKX,正面
大哥你真的全指望他俩野蛮生长吗,正面
这个我是真喜欢[二哈],正面
谈吗,负面
加攻速[哇],负面
可爱[666][666],正面
加攻速,负面
爱咯爱咯,正面
可爱@逃离错误答案62365,正面
欢迎来长春玩呀[打call],正面
哈喇子流出来了冻成了冰溜子,负面
[色][色][色][色][色]yue吗,负面
好美，可以认识下吗,正面
好优雅的美照[开学季],正面
一定要照顾好自己呢，身体健康很重要,正面
时间越接近下班，秒针走得越慢，这是科学无法解释的办公室现象[全力以赴],正面
人之初，性本善，肉肉的女生最可爱！[送花花],正面
健身的女孩从内到外都散发着自信的美，能否交个朋友呢[哈哈],正面
你好投放照片吗？就是把手上的生活随手拍分享给收集公司,正面
坚持每天锻炼相信你可以减下来的！加油！,正面
漂亮的话我不会说，但是这么漂亮的美女，还是第一次见。,正面
少吃多餐，小目标15斤应该没有问题哈哈哈,正面
少女感[哇],正面
你的气质温文儒雅随和大大方方的[可爱]爱运动的女人一定不会差[握手]能否荣幸跟你交个朋友呢回个关[可爱],正面
你要是不配吃的我应该会相信[允悲]不过目标是好的，也不要太瘦，身体健康最重要,正面
姐姐已经很美了,正面
过年减肥太浪费了，要不等年后[doge],负面
宝宝的新头像真是酷到没朋友了！,正面
头发少？那得赶紧多吃点黑芝麻啦，外婆的秘方别忘了！,负面
下午好啊，美女是在马来西亚那个城市生活呀[鲜花],正面
🐽,中性
最近小朋友咳嗽的都住院了，哎[泪],正面
滤镜不错,正面
没办法,负面
你好，接 素材 吗？,正面
快乐是最好不过的,正面
他好会玩。,正面
好美啊 女神！！！,正面
洛杉矶的圣诞氛围真是浪漫到不行啊，这位小仙女更是美得像童话里的公主！,正面
我也。,正面
姐妹，能来芒果tv看剧吗？传统文化弘扬的超棒，细节超好看[爱你],正面
只可惜当时还不了解意千重老师 并没有要签名和合影[跪了],正面
置顶免邮马记得保存,正面
99一件？[哇],负面
优衣库年货节大降价，值得一逛！,正面
哇，那男的挺有勇气的嘛！遇到这种情况可能有点尴尬，但也算是浪漫的一种表达方式啦！ 加油鸭！ ～欢迎关注我，可解锁多种有趣的互动玩法(我的个人主页有玩法介绍)，也可以私信我陪你聊天～,正面
拍剧吗,中性
万象城？杨家坪？我靠[苦涩][苦涩][苦涩],正面
确实帅呢,正面
男生会来大姨妈[允悲],正面
去敲他房间门，妈，娃说想跟你睡[doge],正面
宝贝，日常分享时间到！关注我，一起分享每天的点滴，做最懂彼此的好朋友！💖,正面
你知道一个陌生网友 在这个时间点刷到的这最后几张图的饥饿程度吗！[泪],正面
？诡蜜你竟敢骗我,负面
[苦涩]抱大腿,正面
哈哈哈哈哈姐妹我真敢信,正面
爽 抱大腿,正面
新的一天到来，天亮起床了[馋嘴],负面
姐妹，我刚感叹好羡慕，给我这当头一棒，弄的人家心里暖暖的[喵喵],正面
我当真了[偷笑][偷笑],负面
哈哈哈哈[doge]，我真的信了其实,正面
希望有朝一日你能复制出这样的人生[开学季],正面
靠！被骗了,负面
在微博上看过同样的文案[偷笑],正面
看到最后heart 暖暖,正面
也是喝上同款了,负面
[裂开],负面
复制了[doge],正面
我也复制一下[喵喵],正面
[来][来],中性
相信你,正面
你看你就是建行的,负面
此微博已在http://t.cn/A6OZGLk6中作为精选微博进行推荐，帮更多同城小伙伴发现本地新鲜事和打卡地。http://t.cn/A6yZypDg ,正面
登山品茗处，风景独好时。 步步皆辛苦，处处有惊喜。,正面
哇塞！！！快告诉我位置！[哇][哇],负面
最后一个能说？,负面
最后一个能说吗？会不会封号[融化],正面
华为很好，以后去泰国玩一定要带好华为！卫星会找到你！,正面
[doge]？这是可以,中性
这是实话哪叫攻击[doge],正面
y y l x,正面
"攻击华为爱国,处理器垃圾.",正面
攻击不至于，但正在用mate30 256和p40 512对比，超过三年内存不够？电池也会不够耐用？拍摄有时会很模糊？屏幕不耐摔？[doge][闭嘴][疑问],正面
攻击魅族手机:🐔你太美[doge],正面
高价低配，垃圾硬件,负面
广告推送多，性能差，跑分跑不过，高价低配，升级纯血鸿蒙有bug 很多软件还不支持，不升级 还是安卓系统，，游戏开不了120帧，韭菜机,负面
遥遥领先,正面
你大胆 你不爱国,正面
水军4000+，华为小米水军4000+，记住了兄弟们，这两家的水军都不是好东西，要骂一块带着，全部4000+,负面
没得说了[允悲],正面
米，前面三个字 是他们自己认证[允悲]。,正面
华为：土里土气,负面
我能想到的就是广告推送太多,负面
@-小米师傅-,负面
@-等到葡萄成熟时_,正面
这是进去啦 上下动来动去[允悲],正面
差评，下次多拍一下,负面
@王先生的小佳 @属于王俊凯的温柔,正面
应该是挂上档位了,负面
牛逼，大庭广众之下就开干啊,正面
摆拍吧,负面
憋坏了[允悲],正面
人家要的就是刺激,正面
猛,正面
刺激666,正面
这么厉害👍,负面
卧槽[666],负面
这lgbt的世界。卧槽[笑cry],正面
这孩子以后也不健康吧？自由恋爱没关系，想想孩子啊,正面
女女也能怀？,正面
既然选择同性，为什么还要异性恋群体的生育权？这是既要又要还要？整天争取这那的，自己利益倒是一点都不想受损,正面
我以为打开评论区会是一堆好幸福祝福之类的话语   没想到这么糟糕 虽然我不是这个群体  但是谁都没资格评判别人怎样怎样 不管同性还是异性都有幸福的权利  这些口无遮拦的人真让人无语,正面
浪费资源，又多两个光棍佬,负面
我想双p,正面
对女性的恶意这么大吗，拜托部分人嘴下留德；也愿小宝宝健康,正面
去年有百合还问我借个种[允悲],正面
怎么怀孕的,正面
只考虑自己不考虑以后孩子 还觉得很帅 恶心🤢,负面
幸福长长久久,正面
看你真的是一脸享受[单身狗],负面
好幸福呜呜呜,正面
孩子的有两个妈妈，或者说父亲是女的,正面
应该一起怀孕这样孩子就不会问爸爸谁了,正面
那就关注一手，蹲个后续，也不求你经常更新，你一年更新一次吧，看看后面未来是什么样子的？,正面
祝幸福[嘻嘻],正面
太帅了[嘻嘻],正面
别人家的女朋友系列，这波狗粮我先干为敬[求饶]希望你快点好起来，也别忘了给她准备点小惊喜哦~,正面
好瘦,正面
休息是为了走更长远的路嘛，给自己充充电，回来又是满血复活的打工人！享受你的小假期吧~,正面
又不戴又不想带,正面
不舍得带套那就自己吃苦,正面
裤子是自己掉的吗我的天 看到说这种话的就觉得好春竹,负面
只顾当时爽,正面
避孕措施不做，不是害自己！,负面
太难了 打掉算了,负面
自己腿打开，裤子不会自己掉下来[doge],负面
那就别生了 省着苦了自己苦了孩子,正面
喜提人生新角色[鼓掌],正面
想要边带娃边赚米，私我聊聊，你会感谢我的,正面
我宝宝一周了 同房屈指可数 一个人带娃没一点点心思搞别的[笑cry],正面
他条件这么差你还嫁给他，小的还没满一岁又不做措施，现在这种情况只能打掉，不然生下来有你受的，不结婚不生娃啥的好啊[笑cry],负面
天呐 带套是什么很难的事情吗,正面
都这样的家庭了嗨管不住自己的裤子么，生了一个还要这样啊,负面
那为啥要怀孕啊[裂开] 不懂,负面
现在狠一个月  还是未来苦4年（怀孕一年 带到上幼儿园三年）,正面
不想要孩子啪什么啪，想啪还不想戴套[doge]别说什么意外，只要孩子来了，就不可能是意外,正面
不戴就得带,正面
怎么不做措施啊,负面
不想要就做措施啊 那不是自作自受,负面
我不开心 帮我背书,正面
[苦涩]好乖啊你,正面
可爱的人,正面
这不得狠狠撩他一波啊[笑cry],正面
美滴滴,中性
好漂亮两坦！妈妈妈咪一起保护我好吗 http://t.cn/A6uTZZt9,正面
这桐心薇泯可太好了,正面
哇哇哇糯米团子x2 http://t.cn/A6uTZIgo,正面
啊啊啊啊啊是合照我们有救了,正面
✨✨✨🧡🧡✨✨✨🧡🧡✨✨✨            ✨✨🧡🧡🧡🧡🌟🧡🧡🧡🧡✨✨           ✨✨🧡🧡🍐桐心薇泯🍩 🧡🧡✨✨       ✨✨✨🧡🧡txwwalyt 🧡🧡✨✨✨  ✨✨✨✨🧡lytwatxw 🧡✨✨✨✨ ✨✨✨✨✨🧡🧡🧡✨✨✨✨✨ ✨✨✨✨✨✨🧡✨✨✨✨ http://t.cn/A6uTZJY9,负面
田曦薇的守护之星来了！,正面
